dimension,question_text,question_type,mapped_domains,mapped_streams,signal_strength,is_active,education_level,target_stream,sequence_order,option_1_text,option_2_text,option_3_text,option_4_text
personality,"How do you feel about the consistency, editing, and audience awareness needed to grow in Media Relations?",mcq,MEDIA_COMM|MEDIA_RELATIONS,,4,1,,,885,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
work_style,"Media relations can involve quick questions, public pressure, and careful wording. Does that suit you?",mcq,MEDIA_COMM|MEDIA_RELATIONS,,4,1,,,886,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be writing a short press note for a school or community event. How realistic does that feel for you?,mcq,MEDIA_COMM|MEDIA_RELATIONS,,4,1,,,887,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which content activity would help you explore Media Relations?,mcq,MEDIA_COMM|MEDIA_RELATIONS,,4,1,,,888,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in fairness, rules, safety, rights, or public responsibility in Law?",mcq,LAW_PUBLIC|LAW,,4,1,,,889,Not interested,A little interested,Interested,Very interested
interest,"Would solving conflicts, protecting people, or supporting lawful decisions in Law feel meaningful to you?",mcq,LAW_PUBLIC|LAW,,4,1,,,890,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Law because judgement and responsibility matter in this field?,mcq,LAW_PUBLIC|LAW,,4,1,,,891,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Law needs reading, reasoning, memory, writing, and seeing different sides of an issue. How does that feel?",mcq,LAW_PUBLIC|LAW,,4,1,,,892,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you build skills in legal reading, argument, writing, and case analysis with practice?",mcq,LAW_PUBLIC|LAW,,4,1,,,893,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to law so far?,mcq,LAW_PUBLIC|LAW,,4,1,,,894,Never,Only heard about it,Joined debate or legal activity,Explored seriously
personality,"When learning Law involves rules, responsibility, conflict, or difficult situations, how do you usually respond?",mcq,LAW_PUBLIC|LAW,,4,1,,,895,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your reasoning, judgement, communication, or procedure in Law, what would you most likely do?",mcq,LAW_PUBLIC|LAW,,4,1,,,896,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the discipline, fairness, and careful preparation needed to grow in Law?",mcq,LAW_PUBLIC|LAW,,4,1,,,897,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Law work can involve research, documents, discussion, and careful argument. Does that suit you?",mcq,LAW_PUBLIC|LAW,,4,1,,,898,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be reading a simple case story or joining a debate. How realistic does that feel for you?,mcq,LAW_PUBLIC|LAW,,4,1,,,899,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which first step would help you explore Law more seriously?,mcq,LAW_PUBLIC|LAW,,4,1,,,900,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in fairness, rules, safety, rights, or public responsibility in Legal Services?",mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,901,Not interested,A little interested,Interested,Very interested
interest,"Would solving conflicts, protecting people, or supporting lawful decisions in Legal Services feel meaningful to you?",mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,902,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Legal Services because judgement and responsibility matter in this field?,mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,903,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Legal services need attention to detail, reading, records, and following procedures. How manageable is that?",mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,904,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn documentation, filing, legal research basics, and client support with practice?",mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,905,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to legal services?,mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,906,Never,Only heard about it,Helped with forms or records,Explored seriously
personality,"When learning Legal Services involves rules, responsibility, conflict, or difficult situations, how do you usually respond?",mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,907,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your reasoning, judgement, communication, or procedure in Legal Services, what would you most likely do?",mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,908,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the discipline, fairness, and careful preparation needed to grow in Legal Services?",mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,909,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Legal services work can be process-heavy, document-based, and accuracy-focused. Does that fit you?",mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,910,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning how one legal document or process works. How realistic does that feel for you?,mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,911,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which first step would help you explore Legal Services more seriously?,mcq,LAW_PUBLIC|LEGAL_SERVICES,,4,1,,,912,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in fairness, rules, safety, rights, or public responsibility in Criminal Justice?",mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,913,Not interested,A little interested,Interested,Very interested
interest,"Would solving conflicts, protecting people, or supporting lawful decisions in Criminal Justice feel meaningful to you?",mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,914,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Criminal Justice because judgement and responsibility matter in this field?,mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,915,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Criminal justice needs reading, observation, reasoning, and understanding human behavior. How does that feel?",mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,916,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn case basics, investigation steps, law basics, and report writing with practice?",mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,917,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to criminal justice?,mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,918,Never,Only watched content,Studied related topics,Explored seriously
personality,"When learning Criminal Justice involves rules, responsibility, conflict, or difficult situations, how do you usually respond?",mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,919,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your reasoning, judgement, communication, or procedure in Criminal Justice, what would you most likely do?",mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,920,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the discipline, fairness, and careful preparation needed to grow in Criminal Justice?",mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,921,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This field can involve serious problems, rules, evidence, and public responsibility. Does that suit you?",mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,922,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be studying how a simple case moves through the justice system. How realistic does that feel for you?,mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,923,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which first step would help you explore Criminal Justice more seriously?,mcq,LAW_PUBLIC|CRIMINAL_JUSTICE,,4,1,,,924,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in fairness, rules, safety, rights, or public responsibility in Public Safety?",mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,925,Not interested,A little interested,Interested,Very interested
interest,"Would solving conflicts, protecting people, or supporting lawful decisions in Public Safety feel meaningful to you?",mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,926,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Public Safety because judgement and responsibility matter in this field?,mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,927,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Public safety needs awareness, judgement, communication, and following rules under pressure. How manageable is that?",mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,928,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn safety planning, emergency basics, reporting, and coordination skills?",mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,929,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to public safety?,mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,930,Never,Only heard about it,Joined safety activity,Explored seriously
personality,"When learning Public Safety involves rules, responsibility, conflict, or difficult situations, how do you usually respond?",mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,931,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your reasoning, judgement, communication, or procedure in Public Safety, what would you most likely do?",mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,932,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the discipline, fairness, and careful preparation needed to grow in Public Safety?",mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,933,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Public safety work can involve responsibility, routines, alerts, and quick decisions. Does that fit you?",mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,934,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning basic community safety or emergency response steps. How realistic does that feel for you?,mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,935,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which first step would help you explore Public Safety more seriously?,mcq,LAW_PUBLIC|PUBLIC_SAFETY,,4,1,,,936,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in fairness, rules, safety, rights, or public responsibility in Forensic Science?",mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,937,Not interested,A little interested,Interested,Very interested
interest,"Would solving conflicts, protecting people, or supporting lawful decisions in Forensic Science feel meaningful to you?",mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,938,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Forensic Science because judgement and responsibility matter in this field?,mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,939,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Forensic science needs science basics, observation, patience, and careful records. How does that feel?",mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,940,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn lab methods, evidence handling, reports, and scientific reasoning with practice?",mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,941,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to forensic science?,mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,942,Never,Only watched shows,Studied related science,Explored seriously
personality,"When learning Forensic Science involves rules, responsibility, conflict, or difficult situations, how do you usually respond?",mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,943,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your reasoning, judgement, communication, or procedure in Forensic Science, what would you most likely do?",mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,944,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the discipline, fairness, and careful preparation needed to grow in Forensic Science?",mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,945,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Forensic work can be detailed, slow, evidence-based, and serious. Does that suit you?",mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,946,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning how one type of evidence is collected or tested. How realistic does that feel for you?,mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,947,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which first step would help you explore Forensic Science more seriously?,mcq,LAW_PUBLIC|FORENSIC_SCIENCE,,4,1,,,948,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in fairness, rules, safety, rights, or public responsibility in Police Services?",mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,949,Not interested,A little interested,Interested,Very interested
interest,"Would solving conflicts, protecting people, or supporting lawful decisions in Police Services feel meaningful to you?",mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,950,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Police Services because judgement and responsibility matter in this field?,mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,951,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Police services need fitness, discipline, law awareness, communication, and judgement. How manageable is that?",mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,952,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you build physical readiness, communication, report writing, and exam preparation skills?",mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,953,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to police services?,mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,954,Never,Only seen it publicly,Talked to someone in the field,Explored seriously
personality,"When learning Police Services involves rules, responsibility, conflict, or difficult situations, how do you usually respond?",mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,955,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your reasoning, judgement, communication, or procedure in Police Services, what would you most likely do?",mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,956,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the discipline, fairness, and careful preparation needed to grow in Police Services?",mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,957,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can involve discipline, public interaction, pressure, and responsibility. Does that suit you?",mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,958,Not at all,A little,Yes mostly,Yes definitely
work_style,"A first step could be learning eligibility, fitness needs, and exam basics. How realistic does that feel for you?",mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,959,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which first step would help you explore Police Services more seriously?,mcq,LAW_PUBLIC|POLICE_SERVICES,,4,1,,,960,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in fairness, rules, safety, rights, or public responsibility in Emergency Management?",mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,961,Not interested,A little interested,Interested,Very interested
interest,"Would solving conflicts, protecting people, or supporting lawful decisions in Emergency Management feel meaningful to you?",mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,962,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Emergency Management because judgement and responsibility matter in this field?,mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,963,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Emergency management needs planning, communication, risk thinking, and calm decisions. How does that feel?",mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,964,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn response planning, coordination, safety drills, and basic risk assessment?",mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,965,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to emergency management?,mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,966,Never,Only heard about it,Helped in an event or safety activity,Explored seriously
personality,"When learning Emergency Management involves rules, responsibility, conflict, or difficult situations, how do you usually respond?",mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,967,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your reasoning, judgement, communication, or procedure in Emergency Management, what would you most likely do?",mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,968,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the discipline, fairness, and careful preparation needed to grow in Emergency Management?",mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,969,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work can involve pressure, teamwork, planning, and quick updates during crises. Does that fit you?",mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,970,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning a basic emergency response plan. How realistic does that feel for you?,mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,971,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which first step would help you explore Emergency Management more seriously?,mcq,LAW_PUBLIC|EMERGENCY_MANAGEMENT,,4,1,,,972,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in fairness, rules, safety, rights, or public responsibility in Fire Safety?",mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,973,Not interested,A little interested,Interested,Very interested
interest,"Would solving conflicts, protecting people, or supporting lawful decisions in Fire Safety feel meaningful to you?",mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,974,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself learning Fire Safety because judgement and responsibility matter in this field?,mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,975,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Fire safety needs practical science, rules, awareness, fitness, and quick judgement. How manageable is that?",mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,976,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn fire safety rules, equipment basics, drills, and emergency procedures?",mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,977,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to fire safety?,mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,978,Never,Only seen signs or drills,Used safety equipment or training,Explored seriously
personality,"When learning Fire Safety involves rules, responsibility, conflict, or difficult situations, how do you usually respond?",mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,979,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows a gap in your reasoning, judgement, communication, or procedure in Fire Safety, what would you most likely do?",mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,980,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the discipline, fairness, and careful preparation needed to grow in Fire Safety?",mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,981,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Fire safety work can be physical, disciplined, practical, and responsibility-heavy. Does that suit you?",mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,982,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be learning basic fire prevention and emergency steps. How realistic does that feel for you?,mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,983,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which first step would help you explore Fire Safety more seriously?,mcq,LAW_PUBLIC|FIRE_SAFETY,,4,1,,,984,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in helping people understand, learn, or grow through Teaching?",mcq,EDU_TEACHING|TEACHING,,4,1,,,985,Not interested,A little interested,Interested,Very interested
interest,"Would explaining ideas, guiding learners, or supporting progress in Teaching feel meaningful to you?",mcq,EDU_TEACHING|TEACHING,,4,1,,,986,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself preparing patiently so others can learn better in Teaching?,mcq,EDU_TEACHING|TEACHING,,4,1,,,987,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Teaching needs subject understanding, clear explanation, and patience. How manageable is that?",mcq,EDU_TEACHING|TEACHING,,4,1,,,988,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you build skills in lesson planning, explaining topics, and answering doubts with practice?",mcq,EDU_TEACHING|TEACHING,,4,1,,,989,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to teaching so far?,mcq,EDU_TEACHING|TEACHING,,4,1,,,990,Never,Only watched teachers,Tutored someone,Explored seriously
personality,"When someone does not understand your explanation or progress feels slow in Teaching, how do you usually respond?",mcq,EDU_TEACHING|TEACHING,,4,1,,,991,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows your explanation, planning, or learner support in Teaching needs improvement, what would you most likely do?",mcq,EDU_TEACHING|TEACHING,,4,1,,,992,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the patience, empathy, and steady preparation needed to grow in Teaching?",mcq,EDU_TEACHING|TEACHING,,4,1,,,993,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"Teaching involves preparation, classroom interaction, feedback, and steady improvement. Does that suit you?",mcq,EDU_TEACHING|TEACHING,,4,1,,,994,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be explaining one topic to a friend or sibling. How realistic does that feel for you?,mcq,EDU_TEACHING|TEACHING,,4,1,,,995,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which early teaching or guidance activity would help you explore Teaching?,mcq,EDU_TEACHING|TEACHING,,4,1,,,996,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in helping people understand, learn, or grow through Early Childhood Education?",mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,997,Not interested,A little interested,Interested,Very interested
interest,"Would explaining ideas, guiding learners, or supporting progress in Early Childhood Education feel meaningful to you?",mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,998,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself preparing patiently so others can learn better in Early Childhood Education?,mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,999,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"Early childhood education needs patience, observation, communication, and care. How does that feel?",mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,1000,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn storytelling, activity planning, child safety, and basic development concepts?",mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,1001,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to young children and early learning?,mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,1002,Never,Only seen it,Helped in a class or activity,Explored seriously
personality,"When someone does not understand your explanation or progress feels slow in Early Childhood Education, how do you usually respond?",mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,1003,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows your explanation, planning, or learner support in Early Childhood Education needs improvement, what would you most likely do?",mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,1004,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
personality,"How do you feel about the patience, empathy, and steady preparation needed to grow in Early Childhood Education?",mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,1005,I prefer avoiding repeated practice,I can do it if someone guides me,I can stay consistent with routine,I enjoy improving through practice
work_style,"This work needs warmth, routine, creativity, and careful attention to children. Does that suit you?",mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,1006,Not at all,A little,Yes mostly,Yes definitely
work_style,A first step could be planning a simple learning activity for a young child. How realistic does that feel for you?,mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,1007,Not ready yet,Maybe later,Ready to try,Ready and excited
work_style,Which early teaching or guidance activity would help you explore Early Childhood Education?,mcq,EDU_TEACHING|EARLY_CHILDHOOD_EDU,,4,1,,,1008,Read or watch a beginner introduction,Try a small guided activity,Talk to someone in the field,Do a mini project or real-world visit
interest,"How interested are you in helping people understand, learn, or grow through School Education?",mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1009,Not interested,A little interested,Interested,Very interested
interest,"Would explaining ideas, guiding learners, or supporting progress in School Education feel meaningful to you?",mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1010,I barely know what this involves,I know the basics only,I can picture the work fairly well,I understand the path and want to explore it
interest,Can you see yourself preparing patiently so others can learn better in School Education?,mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1011,Not interested right now,A little curious with guidance,Interested if I can try examples,Very interested and ready to explore
aptitude,"School education needs subject clarity, classroom discipline, and age-appropriate explanation. How manageable is that?",mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1012,Very uncomfortable,Uncomfortable,Comfortable,Very comfortable
aptitude,"Could you learn lesson plans, assessments, classroom tools, and student support methods?",mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1013,Not confident,A little confident,Confident,Very confident
aptitude,Which of these is closest to your exposure to school teaching?,mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1014,Never,Only as a student,Helped younger students,Explored seriously
personality,"When someone does not understand your explanation or progress feels slow in School Education, how do you usually respond?",mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1015,I may stop if it feels too hard,I would continue with guidance,I would break it down and keep trying,I enjoy working through difficult learning
personality,"If feedback shows your explanation, planning, or learner support in School Education needs improvement, what would you most likely do?",mcq,EDU_TEACHING|SCHOOL_EDUCATION,,4,1,,,1016,I may take it personally,I would listen but need time,I would use it to improve my work,I would ask questions and apply it carefully
